国内卫视,#genre#
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
建德综合,http://livejdrmt.chinamcache.com/live/jdzb02.m3u8
奉化新闻综合,http://live1.fhtv.net.cn/zhzb/sd/live.m3u8
奉化生活娱乐,http://live1.fhtv.net.cn/shys/sd/live.m3u8
海盐新闻,http://haiyan.liveyun.hoge.cn/xwpd/sd/live.m3u8#http://lived.dmqhyadmin.com/ds/sd/live.m3u8
常山新闻综合,https://hlsv2.quklive.com/live/1621306190044902/index.m3u8
江山电视台,http://play-sh.quklive.com/live/1623117710666335.m3u8
北仑电视台,http://play-sh.quklive.com/live/1626327731714170.m3u8


家庭影院,#genre#
CHC 动作电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
CHC 动作电影,http://39.134.19.251:6610/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC 动作电影,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC 家庭影院,http://117.148.179.147/PLTV/88888888/224/3221231799/index.m3u8
CHC 家庭影院,http://39.134.19.251:6610/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC 家庭影院,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1
CHC 家庭影院,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC 高清电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1
CHC 高清电影,http://39.134.19.251:6610/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC 高清电影,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
影视1,http://39.135.55.105:6610/PLTV/88888888/224/3221226741/index.m3u8?servicetype=1
影视2,http://39.135.55.105:6610/PLTV/88888888/224/3221226736/index.m3u8?servicetype=1
影视3,http://39.135.55.105:6610/PLTV/88888888/224/3221226692/index.m3u8?servicetype=1
影视4,http://39.135.55.105:6610/PLTV/88888888/224/3221226754/index.m3u8?servicetype=1
影视5,http://39.135.55.105:6610/PLTV/88888888/224/3221226732/index.m3u8?servicetype=1
影视6,http://39.135.55.105:6610/PLTV/88888888/224/3221226712/index.m3u8?servicetype=1
影视7,http://39.135.55.105:6610/PLTV/88888888/224/3221226743/index.m3u8?servicetype=1
影视8,http://39.135.55.105:6610/PLTV/88888888/224/3221226708/index.m3u8?servicetype=1
影视9,http://39.135.55.105:6610/PLTV/88888888/224/3221225893/index.m3u8?servicetype=1
百视通轮播(谍战),http://39.135.55.105:6610/PLTV/88888888/224/3221227045/index.m3u8?servicetype=1
百视通轮播(科幻),http://39.135.55.105:6610/PLTV/88888888/224/3221227037/index.m3u8?servicetype=1
百视通轮播1,http://39.135.55.105:6610/PLTV/88888888/224/3221227134/index.m3u8?servicetype=1
百视通轮播2,http://39.135.55.105:6610/PLTV/88888888/224/3221227036/index.m3u8?servicetype=1
百视通轮播3,http://39.135.55.105:6610/PLTV/88888888/224/3221227130/index.m3u8?servicetype=1
邵氏影院,http://zzy789.xyz/douyu1.php?id=4246519
热播电视剧,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c57_lb_212_600_t10/c57_lb_212_600_t10.m3u8
票房收割机,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c56_lb_184_600_t10/c56_lb_184_600_t10.m3u8
收视冠军,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c56_lb_230_720P_t10/c56_lb_230_720P_t10.m3u8
经典港片,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c51_lb_110_600_t10/c51_lb_110_600_t10.m3u8
惊悚午夜,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c51_lb_115_600_t10/c51_lb_115_600_t10.m3u8
仙侠玄幻,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_148_600_t10/c55_lb_148_600_t10.m3u8
权谋剧场,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_167_600_t10/c55_lb_167_600_t10.m3u8
军旅剧场,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_144_600_t10/c55_lb_144_600_t10.m3u8
抗战剧场,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c54_lb_163_600_t10/c54_lb_163_600_t10.m3u8
红色剧场,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c56_lb_179_600_t10/c56_lb_179_600_t10.m3u8
宫廷正剧,http://112.49.48.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c54_lb_152_600_t10/c54_lb_152_600_t10.m3u8
家庭剧场,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_158_600_t10/c55_lb_158_600_t10.m3u8
军事观察,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c57_lb_239_720P_t10/c57_lb_239_720P_t10.m3u8
五星影院,http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c56_lb_183_600_t10/c56_lb_183_600_t10.m3u8
精彩影视,http://39.134.134.85/000000001000/6000000006000320630/1.m3u8?Contentid=6000000006000030630&livemode=1&stbId=3&channel-id=wasusyt
金马影院,https://pull.kktv8.com/livekktv/128600025.flv
西片影院,http://111.6.244.41/tx.hls.huya.com/src/1448738325-1448738325-6222283726336819200-3048991600-10057-A-0-1.m3u8
SNH48劇場公演,http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8
周潤發1,http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
周星馳1,http://117.148.179.153/PLTV/88888888/224/3221231562/index.m3u8
成龍,http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
張國榮,http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
郭富城,http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8
吳京,http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8
劉德華,http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
楊冪,http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8
劉亦菲,http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
古天樂,http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
金庸頻道,http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
喜劇聯盟,http://117.148.179.154/PLTV/88888888/224/3221231621/index.m3u8
高分影院,http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8
懷舊老片,http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8
午夜失眠劇場,http://117.148.179.141/PLTV/88888888/224/3221231516/index.m3u8
雲上電影院,http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8
每日科幻,http://117.148.179.160/PLTV/88888888/224/3221231568/index.m3u8
葛優作品集,http://117.148.179.139/PLTV/88888888/224/3221231754/index.m3u8
劉德華,http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
林正英,http://121.51.249.6/tx.hls.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.m3u8
林正英1,http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8
林正英2,http://253iptv.ml/zhibo/yy1.php?id=34229877
女神系列,http://121.51.249.99/tx.hls.huya.com/src/1388451591-1388451591-5963354175424167936-2777026638-10057-A-0-1.m3u8
TVB劇場,http://117.148.179.157/PLTV/88888888/224/3221231733/index.m3u8
新片放映廳,http://117.148.179.159/PLTV/88888888/224/3221231640/index.m3u8
盜墓方法論,http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
試膽大會,http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8
高能燒腦時刻,http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8
楊冪作品集,http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8
4K劇場,http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
愛情公寓,http://117.148.179.159/PLTV/88888888/224/3221231583/index.m3u8
軍旅劇場,http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
SNH48劇場,http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8
紅色諜戰劇場,http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8
少林劇場,http://117.148.179.159/PLTV/88888888/224/3221231628/index.m3u8
神探狄仁傑,http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8
黃金劇場,http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8
追劇少女,http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
古龍作品集,http://117.148.179.159/PLTV/88888888/224/3221231657/index.m3u8
經典賀歲片,http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
每日薦影,http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
武俠劇場,http://117.148.179.159/PLTV/88888888/224/3221231763/index.m3u8
KK_经典好剧,http://hpull.kktv8.com/livekktv/153793844/playlist.m3u8
KK_科幻怪兽,http://hpull.kktv8.com/livekktv/143960119/playlist.m3u8
KK_喜剧电影,http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
KK_女神影院,http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
KK_开心影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
少林剧场,http://117.148.179.159/PLTV/88888888/224/3221231628/index.m3u8
高分影院,http://117.148.179.159/PLTV/88888888/224/3221231699/index.m3u8
喜剧联盟,http://117.148.179.159/PLTV/88888888/224/3221231621/index.m3u8
周星驰,http://121.51.249.6/tx.hls.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1.m3u8
李焕英,http://121.51.249.6/tx.hls.huya.com/src/1524418085-1524418085-6547325820505948160-3048959626-10057-A-0-1.m3u8
成龙,http://121.51.249.6/tx.hls.huya.com/src/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1.m3u8
李连杰,http://121.51.249.6/tx.hls.huya.com/src/1394565196-1394565196-5989611908959830016-2789253848-10057-A-0-1.m3u8
刘德华,http://121.51.249.6/tx.hls.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.m3u8
科幻电影,http://121.51.249.6/tx.hls.huya.com/src/1448738325-1448738325-6222283726336819200-3048991600-10057-A-0-1.m3u8
科幻电影2,http://121.51.249.6/tx.hls.huya.com/src/1423782061-1423782061-6115097388626477056-2847687578-10057-A-0-1.m3u8
无名1,http://121.51.249.6/tx.hls.huya.com/src/1423787865-1423787865-6115122316616663040-2847699186-10057-A-0-1.m3u8
无名2,http://121.51.249.6/tx.hls.huya.com/src/1356780980-1356780980-5827329936934830080-2713685416-10057-A-0-1.m3u8
林正英3,http://121.51.249.6/tx.hls.huya.com/src/1448686695-1448686695-6222061977175326720-2847687574-10057-A-0-1.m3u8
甄子丹,http://121.51.249.6/tx.hls.huya.com/src/1423787820-1423787820-6115122123343134720-2847699096-10057-A-0-1.m3u8
周润发,http://121.51.249.6/tx.hls.huya.com/src/1394565192-1394565192-5989611891779960832-2789253840-10057-A-0-1.m3u8
高分动作,http://121.51.249.6/tx.hls.huya.com/src/1423782047-1423782047-6115097328496934912-2847687550-10057-A-0-1.m3u8
金庸的武侠,http://121.51.249.6/tx.hls.huya.com/src/1394575562-1394575562-5989656430590820352-2789274580-10057-A-0-1.m3u8
恐怖片,http://121.51.249.6/tx.hls.huya.com/src/1449698763-1449698763-6226408776136654848-2847699120-10057-A-0-1.m3u8
动作大片,http://121.51.249.6/tx.hls.huya.com/src/1449698649-1449698649-6226408286510383104-2847699168-10057-A-0-1.m3u8
港片女神,http://121.51.249.6/tx.hls.huya.com/src/1449698962-1449698962-6226409630835146752-2789274564-10057-A-0-1.m3u8
成奎安喜剧,http://121.51.249.6/tx.hls.huya.com/src/1423787870-1423787870-6115122338091499520-2847699196-10057-A-0-1.m3u8
黄渤,http://121.51.249.6/tx.hls.huya.com/src/1448737849-1448737849-6222281681932386304-2847687520-10057-A-0-1.m3u8
嫣然,http://121.51.249.6/tx.hls.huya.com/src/1524418101-1524418101-6547325889225424896-3048959658-10057-A-0-1.m3u8
吴京,http://121.51.249.6/tx.hls.huya.com/src/1524439836-1524439836-6547419240339603456-3049003128-10057-A-0-1.m3u8


TVB埋堆堆,#genre#                                     
埋堆堆1,http://txtest-xp2p.p2p.huya.com/src/1199561241049-1199561241049-5434703289662832640-2399122605554-10057-A-0-1.xs                                            

埋堆堆2,http://txtest-xp2p.p2p.huya.com/src/1199561158071-1199561158071-5434346901866545152-2399122439598-10057-A-0-1.xs 
埋堆堆3,http://txtest-xp2p.p2p.huya.com/src/1199561181026-1199561181026-5434445492840824832-2399122485508-10057-A-0-1.xs 
埋堆堆4,http://txtest-xp2p.p2p.huya.com/src/1199563488528-1199563488528-5444356138466279424-2399127100512-10057-A-0-1.xs 
埋堆堆5,http://txtest-xp2p.p2p.huya.com/src/1199563478941-1199563478941-5444314962614812672-2399127081338-10057-A-0-1.xs 
埋堆堆6,http://txtest-xp2p.p2p.huya.com/src/1199561223711-1199561223711-5434628823519854592-2399122570878-10057-A-0-1.xs 
埋堆堆7,http://txtest-xp2p.p2p.huya.com/src/1199561182641-1199561182641-5434452429213007872-2399122488738-10057-A-0-1.xs 
埋堆堆8,http://txtest-xp2p.p2p.huya.com/src/1199563995848-1199563995848-5446535061274886144-2399128115152-10057-A-0-1.xs 
埋堆堆9,http://txtest-xp2p.p2p.huya.com/src/1199563493628-1199563493628-5444378042799489024-2399127110712-10057-A-0-1.xs 
埋堆堆10,http://txtest-xp2p.p2p.huya.com/src/1199563478721-1199563478721-5444314017722007552-2399127080898-10057-A-0-1.xs 
埋堆堆11,http://txtest-xp2p.p2p.huya.com/src/1199561463578-1199561463578-5435659044440244224-2399123050612-10057-A-0-1.xs 
埋堆堆12,http://txtest-xp2p.p2p.huya.com/src/1199561226091-1199561226091-5434639045542019072-2399122575638-10057-A-0-1.xs 
埋堆堆13,http://txtest-xp2p.p2p.huya.com/src/1199561276763-1199561276763-5434856680124841984-2399122676982-10057-A-0-1.xs 
埋堆堆14,http://txtest-xp2p.p2p.huya.com/src/1199561219773-1199561219773-5434611909938642944-2399122563002-10057-A-0-1.xs 
埋堆堆15,http://txtest-xp2p.p2p.huya.com/src/1199563459241-1199563459241-5444230351759081472-2399127041938-10057-A-0-1.xs 
埋堆堆16,http://txtest-xp2p.p2p.huya.com/src/1199563478941-1199563478941-5444314962614812672-2399127081338-10057-A-0-1.xs 
埋堆堆17,http://txtest-xp2p.p2p.huya.com/src/1199561223711-1199561223711-5434628823519854592-2399122570878-10057-A-0-1.xs 
埋堆堆18,http://txtest-xp2p.p2p.huya.com/src/1199564000752-1199564000752-5446556123794505728-2399128124960-10057-A-0-1.xs 
埋堆堆19,http://txtest-xp2p.p2p.huya.com/src/1199563995848-1199563995848-5446535061274886144-2399128115152-10057-A-0-1.xs 
埋堆堆20,http://txtest-xp2p.p2p.huya.com/src/1199563493628-1199563493628-5444378042799489024-2399127110712-10057-A-0-1.xs 
埋堆堆21,http://txtest-xp2p.p2p.huya.com/src/1199563478721-1199563478721-5444314017722007552-2399127080898-10057-A-0-1.xs 
埋堆堆22,http://txtest-xp2p.p2p.huya.com/src/1199561463578-1199561463578-5435659044440244224-2399123050612-10057-A-0-1.xs 
埋堆堆23,http://txtest-xp2p.p2p.huya.com/src/1199561245453-1199561245453-5434722204698804224-2399122614362-10057-A-0-1.xs 
埋堆堆24,http://txtest-xp2p.p2p.huya.com/src/1199564003640-1199564003640-5446568527660056576-2399128130736-10057-A-0-1.xs 
埋堆堆25,http://txtest-xp2p.p2p.huya.com/src/1199561153241-1199561153241-5434326157174505472-2399122429938-10057-A-0-1.xs 
埋堆堆26,http://txtest-xp2p.p2p.huya.com/src/1199563486009-1199563486009-5444345319443660800-2399127095474-10057-A-0-1.xs 
埋堆堆27,http://txtest-xp2p.p2p.huya.com/src/1199561179116-1199561179116-5434437289453289472-2399122481688-10057-A-0-1.xs 
埋堆堆28,http://txtest-xp2p.p2p.huya.com/src/1199563478540-1199563478540-5444313240332926976-2399127080536-10057-A-0-1.xs 
埋堆堆29,http://txtest-xp2p.p2p.huya.com/src/1199563478867-1199563478867-5444314644787232768-2399127081190-10057-A-0-1.xs 
埋堆堆30,http://txtest-xp2p.p2p.huya.com/src/1199564060588-1199564060588-5446813117457629184-2399128244632-10057-A-0-1.xs 
埋堆堆31,http://txtest-xp2p.p2p.huya.com/src/1199563481280-1199563481280-5444325008543318016-2399127086016-10057-A-0-1.xs 
埋堆堆32,http://txtest-xp2p.p2p.huya.com/src/1199561185548-1199561185548-5434464914682937344-2399122494552-10057-A-0-1.xs 
埋堆堆33,http://txtest-xp2p.p2p.huya.com/src/1199563492830-1199563492830-5444374615415586816-2399127109116-10057-A-0-1.xs 
埋堆堆34,http://txtest-xp2p.p2p.huya.com/src/1199563484986-1199563484986-5444340925692116992-2399127093428-10057-A-0-1.xs 
埋堆堆35,http://txtest-xp2p.p2p.huya.com/src/1199561217760-1199561217760-5434603264169476096-2399122558976-10057-A-0-1.xs 
埋堆堆36,http://txtest-xp2p.p2p.huya.com/src/1199563486009-1199563486009-5444345319443660800-2399127095474-10057-A-0-1.xs 
埋堆堆37,http://txtest-xp2p.p2p.huya.com/src/1199563491091-1199563491091-5444367146467459072-2399127105638-10057-A-0-1.xs 
埋堆堆38,http://txtest-xp2p.p2p.huya.com/src/1199563478540-1199563478540-5444313240332926976-2399127080536-10057-A-0-1.xs 
埋堆堆39,http://txtest-xp2p.p2p.huya.com/src/1199561235975-1199561235975-5434681496998772736-2399122595406-10057-A-0-1.xs 
埋堆堆40,http://txtest-xp2p.p2p.huya.com/src/1199561240999-1199561240999-5434703074914467840-2399122605454-10057-A-0-1.xs 
埋堆堆41,http://txtest-xp2p.p2p.huya.com/src/1199563461114-1199563461114-5444238396232826880-2399127045684-10057-A-0-1.xs 
埋堆堆42,http://txtest-xp2p.p2p.huya.com/src/1199563489752-1199563489752-5444361395506249728-2399127102960-10057-A-0-1.xs 
埋堆堆43,http://txtest-xp2p.p2p.huya.com/src/1199561181108-1199561181108-5434445845028143104-2399122485672-10057-A-0-1.xs 
埋堆堆44,http://txtest-xp2p.p2p.huya.com/src/1199561277675-1199561277675-5434860597135015936-2399122678806-10057-A-0-1.xs 
埋堆堆45,http://txtest-xp2p.p2p.huya.com/src/1199561176240-1199561176240-5434424937127346176-2399122475936-10057-A-0-1.xs 
埋堆堆46,http://txtest-xp2p.p2p.huya.com/src/1199563459301-1199563459301-5444230609457119232-2399127042058-10057-A-0-1.xs 
埋堆堆47,http://txtest-xp2p.p2p.huya.com/src/1199561277694-1199561277694-5434860678739394560-2399122678844-10057-A-0-1.xs 
埋堆堆48,http://txtest-xp2p.p2p.huya.com/src/1199561179151-1199561179151-5434437439777144832-2399122481758-10057-A-0-1.xs 
埋堆堆49,http://txtest-xp2p.p2p.huya.com/src/1199563483195-1199563483195-5444333233405689856-2399127089846-10057-A-0-1.xs 
埋堆堆50,http://txtest-xp2p.p2p.huya.com/src/1199563452505-1199563452505-5444201420859375616-2399127028466-10057-A-0-1.xs 
埋堆堆51,http://txtest-xp2p.p2p.huya.com/src/1199563479483-1199563479483-5444317290487087104-2399127082422-10057-A-0-1.xs 
埋堆堆52,http://txtest-xp2p.p2p.huya.com/src/1199561278783-1199561278783-5434865355958779904-2399122681022-10057-A-0-1.xs 
埋堆堆53,http://txtest-xp2p.p2p.huya.com/src/1199561277724-1199561277724-5434860807588413440-2399122678904-10057-A-0-1.xs 
埋堆堆54,http://txtest-xp2p.p2p.huya.com/src/1199563491137-1199563491137-5444367344035954688-2399127105730-10057-A-0-1.xs 
埋堆堆55,http://txtest-xp2p.p2p.huya.com/src/1199561277686-1199561277686-5434860644379656192-2399122678828-10057-A-0-1.xs 
埋堆堆56,http://txtest-xp2p.p2p.huya.com/src/1199561223732-1199561223732-5434628913714167808-2399122570920-10057-A-0-1.xs 
埋堆堆57,http://txtest-xp2p.p2p.huya.com/src/1199561391895-1199561391895-5435351168299565056-2399122907246-10057-A-0-1.xs 
埋堆堆58,http://txtest-xp2p.p2p.huya.com/src/1199563489431-1199563489431-5444360016821747712-2399127102318-10057-A-0-1.xs 
埋堆堆59,http://txtest-xp2p.p2p.huya.com/src/1199561277677-1199561277677-5434860605724950528-2399122678810-10057-A-0-1.xs 
埋堆堆60,http://txtest-xp2p.p2p.huya.com/src/1199561240090-1199561240090-5434699170789195776-2399122603636-10057-A-0-1.xs 
埋堆堆61,http://txtest-xp2p.p2p.huya.com/src/1199561178473-1199561178473-5434434527789318144-2399122480402-10057-A-0-1.xs 
埋堆堆62,http://txtest-xp2p.p2p.huya.com/src/1199563481163-1199563481163-5444324506032144384-2399127085782-10057-A-0-1.xs 
埋堆堆63,http://txtest-xp2p.p2p.huya.com/src/1199564067003-1199564067003-5446840669672833024-2399128257462-10057-A-0-1.xs 
埋堆堆64,http://txtest-xp2p.p2p.huya.com/src/1199563551865-1199563551865-5444628168809906176-2399127227186-10057-A-0-1.xs 
埋堆堆65,http://txtest-xp2p.p2p.huya.com/src/1199561240111-1199561240111-5434699260983508992-2399122603678-10057-A-0-1.xs 
埋堆堆66,http://txtest-xp2p.p2p.huya.com/src/1199561152145-1199561152145-5434321449890349056-2399122427746-10057-A-0-1.xs 
埋堆堆67,http://txtest-xp2p.p2p.huya.com/src/1199563452337-1199563452337-5444200699304869888-2399127028130-10057-A-0-1.xs 
埋堆堆68,http://txtest-xp2p.p2p.huya.com/src/1199561176260-1199561176260-5434425023026692096-2399122475976-10057-A-0-1.xs 
埋堆堆69,http://txtest-xp2p.p2p.huya.com/src/1199561462555-1199561462555-5435654650688700416-2399123048566-10057-A-0-1.xs 
埋堆堆70,http://txtest-xp2p.p2p.huya.com/src/1199563479466-1199563479466-5444317217472643072-2399127082388-10057-A-0-1.xs 
埋堆堆71,http://txtest-xp2p.p2p.huya.com/src/1199561153167-1199561153167-5434325839346925568-2399122429790-10057-A-0-1.xs 
埋堆堆73,http://txtest-xp2p.p2p.huya.com/src/1199561177177-1199561177177-5434428961511702528-2399122477810-10057-A-0-1.xs 
埋堆堆74,http://txtest-xp2p.p2p.huya.com/src/1199563564801-1199563564801-5444683728506847232-2399127253058-10057-A-0-1.xs 

广东台,#genre#
广东经济科教,https://pili-live-hls-metoo.v2gogo.com/metoo-live/905db01e5c06496ba128e547bb87158b.m3u8
南国都市,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzngds
广州新闻,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzxw
广州综合,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzzh
广州影视,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzys
广州竞赛,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzjs
广州法治,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzfz
生活HD,http://hls-ott-zhibo.wasu.tv/live/452/index.m3u8
汕头新闻综合,http://211.97.63.3:801/hls/81/index.m3u8
汕头经济生活,http://211.97.63.3:801/hls/82/index.m3u8
汕头文旅体育,http://211.97.63.3:801/hls/80/index.m3u8
潮安综合,http://chaoan.chaoantv.com:8278/zongyi_1028/playlist.m3u8
揭阳综合,rtmp://rtmp-stjy.sobeylive.com/stjy2020/zhpd?sign=bf98b2873ad5403290a37d16569d7a06&t=639de420
揭阳公共,rtmp://rtmp-stjy.sobeylive.com/stjy2020/ggpd?sign=b9881a0d588081b1979769c128a5e08c&t=639de420
佛山综合,http://121.12.115.12/xmplay.fstv.com.cn/live/xingmu20211111163434G0Bw.m3u8
佛山公共,http://121.12.115.12/xmplay.fstv.com.cn/live/xingmu20211111163347Hd5U.m3u8
佛山影视,http://121.12.115.12/xmplay.fstv.com.cn/live/xingmu20211111163523oBdp.m3u8
佛山顺德,http://121.12.115.12/xmplay.fstv.com.cn/live/xingmu20211111163633BJEU.m3u8
佛山南海,http://121.12.115.12/xmplay.fstv.com.cn/live/xingmu202111111635455Do3.m3u8
阳江2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_w551261166_b928000.m3u8
阳江2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b3628000.m3u8
阳江2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8
阳江1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_w1166501356_b928000.m3u8
阳江1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8
阳江1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8
增城综合,http://202.168.164.38:8083/videos/live/19/27/QEQXMtU5AUpwo/QEQXMtU5AUpwo.M3U8
肇庆公共,https://kfs-live.nanyuecloud.com/live/zhaoqing.m3u8?txSecret=78f31f528ff5f05dce53e86dfca199aa&txTime=691BD13D
东莞综合,rtmp://stream.sun0769.com/dgrtv1/mp4:tv1
东莞生活资讯,rtmp://stream.sun0769.com/dgrtv1/mp4:tv2
清新综合,http://hls.wiseqx.com/live/qxzh.m3u8
清新公共,http://hls.wiseqx.com/live/qxgg.m3u8
广德新闻 HD,http://pili-live-hls.guangde.ahxmgk.com/guangde-live/guangde20200324143845.m3u8
湛江综合 HD,http://zjstyhls.tianma3600.com/zjsty/zhpd.m3u8
湛江公共 HD,http://zjstyhls.tianma3600.com/zjsty/ggpd.m3u8
蛇口综合,http://218.17.99.211:82/hls/d4encs75.m3u8
梅州-丰顺综合,https://p2.weizan.cn/1033266991/776920781637802678/live.m3u8
梅州-平远综合,https://p2.weizan.cn/1033266991/615876688276112015/live.m3u8
平远综合,https://p2.weizan.cn/1033266991/615876688276112015/live.m3u8
靖安综合,http://p2.weizan.cn/1033266991/390440013668519726/live.m3u8
五华综合,http://p2.weizan.cn/2100036413/734648609627739039/live.m3u8
五华信息,http://p2.weizan.cn/2100036413/503944748097837211/live.m3u8
韶关公共台,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8
韶关综合台,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
清远综合,https://zqy-live.nanyuecloud.com/qingyuandianshi1/qingyuandianshistream1.m3u8?auth_key=601634549293-0-0-96c65af4438160da817d5e34b27b9b7a
清远公共,https://zqy-live.nanyuecloud.com/qingyuandianshi/qingyuandianshistream.m3u8?auth_key=601634549257-0-0-73ab89e29b6bf8ef7b5144cf0c04935a
云浮综合,https://pili-live-hdl-ysx.tianma3600.com/gdyf/gdyfzh.m3u8
云浮公共,https://pili-live-hdl-ysx.tianma3600.com/gdyf/gdyfgg.m3u8


福建台,#genre#


福建公共,http://183.251.61.207/PLTV/88888888/224/3221227153/index.m3u8
东南卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227156/index.m3u8?servicetype=1&IASHttpSessionId=OTT
福建公共,http://39.135.55.7:6610/PLTV/88888888/224/3221227153/index.m3u8?servicetype=1&IASHttpSessionId=OTT
福建公共,http://39.135.55.105:6610/PLTV/88888888/224/3221227153/index.m3u8?servicetype=1
福建少儿,http://39.135.55.105:6610/PLTV/88888888/224/3221227194/index.m3u8?servicetype=1
福建教育,http://39.135.55.105:6610/PLTV/88888888/224/3221227202/index.m3u8?servicetype=1
